id,name,unit,source_id,source,source_note,source_organization,topics,topic_ids
IT.MLT.3MIN.CD.PK,Price of a 3-minute fixed telephone local call (peak rate - current US$),,11,Africa Development Indicators,"Please cite the International Telecommunication Union for third-party use of these data.  Local call refers to the cost of peak rate 3-minute call within the same exchange area using the subscriber's own terminal (i.e., not from a public telephone). This indicator is expressed in US dollars.  ","International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.MLT.3MIN.CD.US,Telephone average cost of call to US (US$ per three minutes),,11,Africa Development Indicators,"Cost of international call to U.S. is the cost of a three-minute, peak rate, fixed line call from the country to the United States.","International Telecommunication Union, World Telecommunication/ICT Development Report and database, and World Bank estimates.",,
IT.MLT.3MIN.CN.OP,Price of a 3-minute fixed telephone local call (off-peak rate - current LCU),,11,Africa Development Indicators,"Please cite the International Telecommunication Union for third-party use of these data.  Local call refers to the cost of an off-peak rate 3-minute call within the same exchange area using the subscriber's own terminal (i.e., not from a public telephone). This indicator is expressed in national currency.  ","International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.MLT.3MIN.CN.PK,Price of a 3-minute fixed telephone local call (peak rate - current LCU),,11,Africa Development Indicators,"Please cite the International Telecommunication Union for third-party use of these data.  Local call refers to the cost of peak rate 3-minute call within the same exchange area using the subscriber's own terminal (i.e., not from a public telephone). This indicator is expressed in local currency.  ","International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.MLT.BCONN.CD,Business telephone connection charge (current US$),,11,Africa Development Indicators,"Please cite the International Telecommunication Union for third-party use of these data.  Installation (or connection) refers to the one-off charge involved in applying for business basic telephone service. Where there are different charges for different exchange areas, the charge for the largest urban area should be used and specified in a note. This indicator is expressed in US dollars.  ","International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.MLT.BCONN.CN,Business telephone connection charge (current LCU),,11,Africa Development Indicators,"Please cite the International Telecommunication Union for third-party use of these data.  Installation (or connection) refers to the one-off charge involved in applying for business basic telephone service. Where there are different charges for different exchange areas, the charge for the largest urban area should be used and specified in a note. This indicator is expressed in local currency.  ","International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.MLT.BSUB.CD,Business telephone monthly subscription (current US$),,11,Africa Development Indicators,"Please cite the International Telecommunication Union for third-party use of these data.  Monthly subscription refers to the recurring fixed charge for subscribing to the PSTN in US$.  The charge should cover the rental of the line but not the rental of the terminal (e.g., telephone set) where the terminal equipment market is liberalized. Separate charges should be stated where appropriate, for first and subsequent lines. If the rental charge includes any allowance for free or reduced rate call units, this should be indicated. If there are different charges for different exchange areas, the largest urban area should be used and specified in a note. This indicator is expressed in US dollars. ","International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.MLT.BSUB.CN,Business telephone monthly subscription (current LCU),,11,Africa Development Indicators,"Please cite the International Telecommunication Union for third-party use of these data.  Monthly subscription refers to the recurring fixed charge for subscribing to the PSTN.  The charge should cover the rental of the line but not the rental of the terminal (e.g., telephone set) where the terminal equipment market is liberalized. Separate charges should be stated where appropriate, for first and subsequent lines. If the rental charge includes any allowance for free or reduced rate call units, this should be indicated. If there are different charges for different exchange areas, the largest urban area should be used and specified in a note. This indicator is expressed in local currency. ","International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.MLT.CLCL.CD,Telephone average cost of local call (US$ per three minutes),,57,WDI Database Archives,,,,
IT.MLT.CONN.CD,Residential telephone connection charge (current US$),,11,Africa Development Indicators,"Please cite the International Telecommunication Union for third-party use of these data.  Installation refers to the one time charge involved in applying for basic telephone service for business purposes. Where there are different charges for different exchange areas, the charge is generally for the largest urban area unless otherwise noted. This indicator is expressed in US dollars.  ","International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.MLT.CONN.CN,Residential telephone connection charge (current LCU),,11,Africa Development Indicators,"Please cite the International Telecommunication Union for third-party use of these data.  Installation refers to the one time charge involved in applying for basic telephone service for business purposes. Where there are different charges for different exchange areas, the charge is generally for the largest urban area unless otherwise noted. This indicator is expressed in national currency.  ","International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.MLT.EMPL,Telephone mainlines per employee,,57,WDI Database Archives,,,,
IT.MLT.FALT.CL,Telephone faults cleared by next working day (%),,11,Africa Development Indicators,Telephone faults cleared by next working day are the percentage of faults in the public switched telephone network that have been corrected by the end of the next working day.,"International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.MLT.FALT.M2,Telephone faults (per 100 mainlines),,11,Africa Development Indicators,Telephone mainline faults is the number of reported telephone faults for the year per 100 telephone mainlines.,"International Telecommunication Union, World Telecommunication/ICT Development Report and database, and World Bank estimates.",,
IT.MLT.INVS.CD,Fixed telephone service investment (current US$),,11,Africa Development Indicators,Please cite the International Telecommunication Union for third-party use of these data.  Annual investment on equipment for fixed telephone service. This indicator is expressed in US dollars.  ,"International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.MLT.INVS.CN,Fixed telephone service investment (current LCU),,11,Africa Development Indicators,Please cite the International Telecommunication Union for third-party use of these data.  Annual investment on equipment for fixed telephone service. This indicator is expressed in local currency.  ,"International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.MLT.LCTY.P3,"Telephone mainlines in largest city (per 1,000 people)",,57,WDI Database Archives,,,,
IT.MLT.MAIN,Fixed telephone subscriptions,,2,World Development Indicators,"Fixed telephone subscriptions refers to the sum of active number of analogue fixed telephone lines, voice-over-IP (VoIP) subscriptions, fixed wireless local loop (WLL) subscriptions, ISDN voice-channel equivalents and fixed public payphones.","World Telecommunication/ICT Indicators Database, International Telecommunication Union (ITU)",Infrastructure ,9
IT.MLT.MAIN.P2,Fixed telephone subscriptions (per 100 people),,2,World Development Indicators,"Fixed telephone subscriptions refers to the sum of active number of analogue fixed telephone lines, voice-over-IP (VoIP) subscriptions, fixed wireless local loop (WLL) subscriptions, ISDN voice-channel equivalents and fixed public payphones.","World Telecommunication/ICT Indicators Database, International Telecommunication Union (ITU)",Infrastructure ,9
IT.MLT.MAIN.P3,"Telephone mainlines (per 1,000 people)",,11,Africa Development Indicators,Please cite the International Telecommunication Union for third-party use of these data. Telephone mainlines are fixed telephone lines connecting a subscriber to the telephone exchange equipment. ,"International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.MLT.REVN.CD,Revenue from fixed telephone service (current US$),,11,Africa Development Indicators,"Please cite the International Telecommunication Union for third-party use of these data.  Revenue received from fixed telephone connection, subscription and calls.  This indicator is expressed in US dollars.  ","""International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.""",,
IT.MLT.REVN.CN,Revenue from fixed telephone service (current LCU),,11,Africa Development Indicators,"Please cite the International Telecommunication Union for third-party use of these data.  Revenue received from fixed telephone connection, subscription and calls.  This indicator is expressed in local currency.  ","""International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.""",,
IT.MLT.REVN.ZS,Telephone revenue per mainline (current US$),,57,WDI Database Archives,,,,
IT.MLT.RSUB.CD,Residential monthly telephone subscription (current US$),,11,Africa Development Indicators,"Please cite the International Telecommunication Union for third-party use of these data.  Monthly subscription refers to the recurring fixed charge for subscribing to the PSTN. The charge should cover the rental of the line, but not the rental of the terminal (e.g., telephone set) where the terminal equipment market is liberalized. Separate charges should be stated where appropriate, for first and subsequent lines. If the rental charge includes any allowance for free or reduced rate call units, this should be indicated. If there are different charges for different exchange areas, the largest urban area should be used and specified in a note.  This indicator is expressed in US dollars.  ","International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.MLT.RSUB.CN,Residential monthly telephone subscription (current LCU),,11,Africa Development Indicators,"Please cite the International Telecommunication Union for third-party use of these data.  Monthly subscription refers to the recurring fixed charge for subscribing to the PSTN. The charge should cover the rental of the line, but not the rental of the terminal (e.g., telephone set) where the terminal equipment market is liberalized. Separate charges should be stated where appropriate, for first and subsequent lines. If the rental charge includes any allowance for free or reduced rate call units, this should be indicated. If there are different charges for different exchange areas, the largest urban area should be used and specified in a note.  This indicator is expressed in local currency.  ","International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.MLT.USEC.CD,Price basket for residential fixed line (US$ per month),,57,WDI Database Archives,"Price basket for residential fixed line is calculated as one-fifth of the installation charge, the monthly subscription charge, and the cost of local calls (15 peak and 15 off-peak calls of three minutes each).",Calculated by the World Bank based on International Telecommunication Union data.,,
IT.MLT.WAIT,"Telephone mainlines, waiting list",,57,WDI Database Archives,,,,
IT.MLT.WAIT.P3,"Telephone mainlines, waiting list (thousands)",,57,WDI Database Archives,,,,
IT.MLT.WAIT.YR,Invalid Code,,57,WDI Database Archives,,,,
IT.MOB.COV.ZS,Population coverage of mobile cellular telephony (%),,11,Africa Development Indicators,"Please cite the International Telecommunication Union for third-party use of these data.  Percentage of population covered by mobile cellular telephony refers to the percentage of a country’s inhabitants that live within areas served by a mobile cellular signal, irrespective of whether or not they choose to use it. This should not be confused with the percentage of the land area covered by a mobile cellular signal or the percentage of the population that subscribe to mobile cellular service. Note that this measures the theoretical ability to use mobile cellular services if one has a cellular telephone and a subscription.  ","International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.MOB.INVS.CD,Mobile communication investment (current US$),,11,Africa Development Indicators,Please cite the International Telecommunication Union for third-party use of these data.  Annual investment on equipment for mobile communication networks. Data is in US dollar.  ,"International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.MOB.INVS.CN,Mobile communication investment (current LCU),,11,Africa Development Indicators,Please cite the International Telecommunication Union for third-party use of these data.  Annual investment on equipment for mobile communication networks. Data are in current local currency.  ,"International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.MOB.REVN.CD,Revenue from mobile communication (current US$),,11,Africa Development Indicators,"Please cite the International Telecommunication Union for third-party use of these data.  Revenues from the provision of all types of mobile communications services such cellular, private trunked radio and radio paging.  This indicator is expressed in US ","""International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.""",,
IT.MOB.REVN.CN,Revenue from mobile communication (current LCU),,11,Africa Development Indicators,"Please cite the International Telecommunication Union for third-party use of these data.  Revenues from the provision of all types of mobile communications services such cellular, private trunked radio and radio paging.  This indicator is expressed in loc","""International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.""",,
IT.NET.BBND,Fixed broadband subscriptions,,2,World Development Indicators,"Fixed broadband subscriptions refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s. This includes cable modem, DSL, fiber-to-the-home/building, other fixed (wired)-broadband subscriptions, satellite broadband and terrestrial fixed wireless broadband. This total is measured irrespective of the method of payment. It excludes subscriptions that have access to data communications (including the Internet) via mobile-cellular networks. It should include fixed WiMAX and any other fixed wireless technologies. It includes both residential subscriptions and subscriptions for organizations.","World Telecommunication/ICT Indicators Database, International Telecommunication Union (ITU)",Infrastructure ,9
IT.NET.BBND.P2,Fixed broadband subscriptions (per 100 people),,2,World Development Indicators,"Fixed broadband subscriptions refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s. This includes cable modem, DSL, fiber-to-the-home/building, other fixed (wired)-broadband subscriptions, satellite broadband and terrestrial fixed wireless broadband. This total is measured irrespective of the method of payment. It excludes subscriptions that have access to data communications (including the Internet) via mobile-cellular networks. It should include fixed WiMAX and any other fixed wireless technologies. It includes both residential subscriptions and subscriptions for organizations.","World Telecommunication/ICT Indicators Database, International Telecommunication Union (ITU)",Infrastructure ,9
IT.NET.BBND.P3,"Broadband subscribers (per 1,000 people)",,11,Africa Development Indicators,"Please cite the International Telecommunication Union for third-party use of these data.  Broadband subscribers are the total number of broadband subscribers with a digital subscriber line, cable modem, or other high-speed technologies. Reporting countries may have different definitions of broadband, so data are not strictly comparable across countries.","International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.NET.BNDW,International Internet bandwidth (Mbps),,11,Africa Development Indicators,International Internet bandwidth is the contracted capacity of international connections between countries for transmitting Internet traffic.,"International Telecommunication Union, World Telecommunication/ICT Development Report and database, and TeleGeography.",Infrastructure ,9
IT.NET.BNDW.PC,International Internet bandwidth (bits per person),,11,Africa Development Indicators,"International Telecommunication Union, World Telecommunication/ICT Development Report and database.","International Telecommunication Union, World Telecommunication/ICT Development Report and database.",Infrastructure ,9
IT.NET.CONN.CD,Fixed broadband Internet connection charge (current US$),,11,Africa Development Indicators,"Fixed (Wired) broadband Internet connection charge is the initial, one-time charge for a new fixed (wired)  broadband Internet connection. The tariffs should represent the cheapest fixed (wired) broadband entry plan. Refundable deposits should not be counted. Taxes should be included. If not included, it should be specified in a note including the applicable tax rate. This indicator is expressed in US dollars.  ","International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.NET.CONN.CN,Fixed broadband Internet connection charge (current LCU),,11,Africa Development Indicators,"Fixed (Wired) broadband Internet connection charge is the initial, one-time charge for a new fixed (wired)  broadband Internet connection. The tariffs should represent the cheapest fixed (wired) broadband entry plan. Refundable deposits should not be counted. Taxes should be included. If not included, it should be specified in a note including the applicable tax rate. This indicator is expressed in local currency.  ","International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.NET.EDUC.ZS,Schools connected to the Internet (%),,57,WDI Database Archives,,,,
IT.NET.HOST.P4,"Internet hosts (per 10,000 people)",,57,WDI Database Archives,,,,
IT.NET.ISPC.CD,Internet service provider access charges ($ per 30 off-peak hours),,57,WDI Database Archives,,,,
IT.NET.SECR,Secure Internet servers,,2,World Development Indicators,"The number of distinct, publicly-trusted TLS/SSL certificates found in the Netcraft Secure Server Survey (by hosting country).","Secure Server Survey, Netcraft, uri: http://www.netcraft.com/",Infrastructure ,9
IT.NET.SECR.P6,Secure Internet servers (per 1 million people),,2,World Development Indicators,"The number of distinct, publicly-trusted TLS/SSL certificates found in the Netcraft Secure Server Survey (by hosting country), per 1 million people.","Secure Server Survey, Netcraft, uri: http://www.netcraft.com/;
World Bank population estimates, World Bank (WB)",Infrastructure ,9
IT.NET.SUB.CD,Fixed broadband Internet monthly subscription (current US$),,11,Africa Development Indicators,"Fixed (Wired) broadband Internet monthly subscription is the monthly subscription charge for fixed (wired) broadband Internet service. Fixed (wired) broadband is considered any dedicated connection to the Internet at downstream speeds equal to, or greater than, 256 kbit/s, using DSL. Where several offers are available, preference should be given to the 256 kbit/s connection. Taxes should be included. If not included, it should be specified in a note including the applicable tax rate. This indicator is expressed in local currency.  ","International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.NET.SUB.CN,Fixed broadband Internet monthly subscription (current LCU),,11,Africa Development Indicators,"Fixed (Wired) broadband Internet monthly subscription is the monthly subscription charge for fixed (wired) broadband Internet service. Fixed (wired) broadband is considered any dedicated connection to the Internet at downstream speeds equal to, or greater than, 256 kbit/s, using DSL. Where several offers are available, preference should be given to the 256 kbit/s connection. Taxes should be included. If not included, it should be specified in a note including the applicable tax rate. This indicator is expressed in US dollars.  ","International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.NET.TELC.CD,Internet telephone access charges ($ per 30 off-peak hours),,57,WDI Database Archives,,,,
IT.NET.USEC.CD,Price basket for Internet (US$ per month),,57,WDI Database Archives,Price basket for Internet is calculated based on the cheapest available tariff for accessing the Internet 20 hours a month (10 hours peak and 10 hours off-peak). The basket does not include the telephone line rental but does include telephone usage charges if applicable. Data are compiled in the national currency and converted to U.S. dollars using the annual average exchange rate.,"International Telecommunication Union, World Telecommunication/ICT Development Report and database.",,
IT.NET.USEC.ZS,Internet total monthly price (% of monthly GNI per capita),,57,WDI Database Archives,,,,
IT.NET.USER,Internet users,,11,Africa Development Indicators,Internet users are people with access to the worldwide network.,"International Telecommunication Union, World Telecommunication/ICT Development Report and database.",,
IT.NET.USER.FE.ZS,"Individuals using the Internet, female (% of female population)",,2,World Development Indicators,"This indicator refers to female individuals who have used the Internet (from any location) in the last 3 months. The Internet can be used via a computer, mobile phone, personal digital assistant, games machine, digital TV etc.","World Telecommunication/ICT Indicators Database, International Telecommunication Union (ITU)",Infrastructure ,9
IT.NET.USER.MA.ZS,"Individuals using the Internet, male (% of male population)",,2,World Development Indicators,"This indicator refers to male individuals who have used the Internet (from any location) in the last 3 months. The Internet can be used via a computer, mobile phone, personal digital assistant, games machine, digital TV etc.","World Telecommunication/ICT Indicators Database, International Telecommunication Union (ITU)",Infrastructure ,9
IT.NET.USER.P2,Internet users (per 100 people),,57,WDI Database Archives,"Internet users are individuals who have used the Internet (from any location) in the last 3 months. The Internet can be used via a computer, mobile phone, personal digital assistant, games machine, digital TV etc.","International Telecommunication Union, World Telecommunication/ICT Development Report and database.",Infrastructure ,9
IT.NET.USER.P3,"Internet users (per 1,000 people)",,11,Africa Development Indicators,Please cite the International Telecommunication Union for third-party use of these data.  Internet users are people with access to the worldwide network.,"International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.NET.USER.ZS,Individuals using the Internet (% of population),,2,World Development Indicators,"Internet users are individuals who have used the Internet (from any location) in the last 3 months. The Internet can be used via a computer, mobile phone, personal digital assistant, games machine, digital TV etc.","World Telecommunication/ICT Indicators Database, International Telecommunication Union (ITU), uri: https://datahub.itu.int/",Infrastructure ,9
IT.PAY.PHONES,Public payphones,,11,Africa Development Indicators,"Please cite the International Telecommunication Union for third-party use of these data.  Total number of all types of public telephones, including coin- and card-operated and public telephones in call offices. Publicly available phones installed in private places should also be included, as should mobile public telephones. All public telephones regardless of capability (e.g., local calls or national only) should be counted. If the national definition of ""payphone"" differs from that above (e.g., by excluding pay phones in private places), then respondents should indicate their own definition.  ","International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.PAY.PHONES.P3,"Public payphones (per 1,000 people)",,11,Africa Development Indicators,"Please cite the International Telecommunication Union for third-party use of these data.  Total number of all types of public telephones, including coin- and card-operated and public telephones in call offices. Publicly available phones installed in private places should also be included, as should mobile public telephones. All public telephones regardless of capability (e.g., local calls or national only) should be counted. If the national definition of ""payphone"" differs from that above (e.g., by excluding pay phones in private places), then respondents should indicate their own definition.  ","International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.PC.HOUS.ZS,Homes with a personal computer (%),,11,Africa Development Indicators,Please cite the International Telecommunication Union for third-party use of these data.    The proportion of households with a computer is calculated by dividing the number of in-scope households with a computer by the total number of inscope households.,"International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.PRT.NEWS.P3,"Daily newspapers (per 1,000 people)",,57,WDI Database Archives,"Daily newspapers refer to those published at least four times a week and calculated as average circulation (or copies printed) per 1,000 people.","United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",Infrastructure ,9
IT.RAD.HOUS.ZS,Households with a radio (%),,11,Africa Development Indicators,Please cite the International Telecommunication Union for third-party use of these data.  The proportion of households with a radio is calculated by dividing the number of in-scope households with a radio by the total number of inscope Households.  ,"International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.RAD.SETS,Number of radio sets ,,11,Africa Development Indicators,"Please cite the International Telecommunication Union for third-party use of these data.  The total number of radio sets. A radio set is a device capable of receiving broadcast radio signals, using popular frequencies, such as FM, AM, LW and SW.  A radio set may be a stand-alone device, or it may be integrated into another device, such as a Walkman, a car or an alarm clock.  ","International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.RAD.SETS.P3,"Radio sets (per 1,000 people)",,11,Africa Development Indicators,Please cite the International Telecommunication Union for third-party use of these data.  Radio sets per 1000 inhabitants is obtained by dividing the number of radio sets in use by the population and multiplying by 1000.  ,"International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.RES.USEC.CD,Residential fixed line telephone tariff (US$ per month),,57,WDI Database Archives,"Fixed telephone sub-basket is the monthly price charged for subscribing to the public switched telephone network (PTSN), plus the cost of 30 local calls to the same (fixed) network (15 peak and 15 off-peak) of three minutes each. The service refers to the traditional fixed telephone line and does not refer to, for example, prices for managed VoIP.","International Telecommunication Union, World Telecommunication/ICT Development Report and database.",,
IT.TEL.EMPL.TO,"Telephone employees, total",,57,WDI Database Archives,Telephone employees refer to the total full-time telecommunications staff.,"International Telecommunication Union, World Telecommunication/ICT Development Report and database.",,
IT.TEL.HOUS.ZS,Households with a telephone (%),,11,Africa Development Indicators,"Please cite the International Telecommunication Union for third-party use of these data.  This percentage is obtained by dividing the number of main (fixed) lines serving households (i.e., lines which are not used for business, government or other professional purposes or as public telephone stations) by the total number of main lines. Respondents should indicate the definition of households that is being applied, and the source of this definition.","International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.TEL.INVS.CD,Total annual investment in telecom (current US$),,11,Africa Development Indicators,"International Telecommunication Union, World Telecommunication/ICT Development Report and database.","International Telecommunication Union, World Telecommunication/ICT Development Report and database.",,
IT.TEL.INVS.CN,Telecommunications investment (current LCU),,11,Africa Development Indicators,Telecommunications investment refers to the expenditure associated with acquiring the ownership of telecommunication equipment infrastructure (including supporting land and buildings and intellectual and non-tangible property such as computer software). These include expenditure on initial installations and on additions to existing installations.,"International Telecommunication Union, World Telecommunication/ICT Development Report and database, and World Bank estimates.",Infrastructure ,9
IT.TEL.INVS.RV.ZS,Telecommunications investment (% of revenue),,11,Africa Development Indicators,"International Telecommunication Union, World Telecommunication/ICT Development Report and database.","International Telecommunication Union, World Telecommunication/ICT Development Report and database.",Infrastructure ,9
IT.TEL.REVN.CD,Total revenue from all telecommunication services (current US$),,11,Africa Development Indicators,"International Telecommunication Union, World Telecommunication/ICT Development Report and database.","International Telecommunication Union, World Telecommunication/ICT Development Report and database.",,
IT.TEL.REVN.CN,Telecommunications revenue (current LCU),,11,Africa Development Indicators,"Telecommunications revenue is the revenue from the provision of telecommunications services such as fixed-line, mobile, and data.","International Telecommunication Union, World Telecommunication/ICT Development Report and database, and World Bank estimates.",Infrastructure ,9
IT.TEL.REVN.GD.ZS,Telecommunications revenue (% GDP),,11,Africa Development Indicators,"Telecommunications revenue is the revenue from the provision of telecommunications services such as fixed-line, mobile, and data.","International Telecommunication Union, World Telecommunication/ICT Development Report and database, and World Bank estimates.",Infrastructure ,9
IT.TEL.TOTL,Mobile and fixed-line telephone subscribers,,11,Africa Development Indicators,"International Telecommunication Union, World Telecommunication/ICT Development Report and database.","International Telecommunication Union, World Telecommunication/ICT Development Report and database.",Infrastructure ,9
IT.TEL.TOTL.EM,Fixed line and mobile cellular subscriptions per employee,,57,WDI Database Archives,Fixed line and mobile cellular subscriptions per employee are telephone subscriptions (fixed line plus mobile) divided by the total number of telecommunications employees.,"International Telecommunication Union, World Telecommunication/ICT Development Report and database.",,
IT.TEL.TOTL.P2,Fixed line and mobile cellular subscriptions (per 100 people),,11,Africa Development Indicators,"Fixed line and mobile cellular subscriptions are total telephone subscriptions (fixed line plus mobile). Fixed telephone subscriptions refers to the sum of active number of analogue fixed telephone lines, voice-over-IP (VoIP) subscriptions, fixed wireless local loop (WLL) subscriptions, ISDN voice-channel equivalents and fixed public payphones. Mobile cellular telephone subscriptions are subscriptions to a public mobile telephone service that provide access to the PSTN using cellular technology. The indicator includes (and is split into) the number of postpaid subscriptions, and the number of active prepaid accounts (i.e. that have been used during the last three months). The indicator applies to all mobile cellular subscriptions that offer voice communications. It excludes subscriptions via data cards or USB modems, subscriptions to public mobile data services, private trunked mobile radio, telepoint, radio paging and telemetry services.","International Telecommunication Union, World Telecommunication/ICT Development Report and database.",Infrastructure ,9
IT.TEL.TOTL.P3,"Telephone (mainlines and mobile phone) subscribers (per 1,000 people)",,11,Africa Development Indicators,Please cite the International Telecommunication Union for third-party use of these data.  Fixed lines are telephone mainlines connecting a customer's equipment to the public switched telephone network. Mobile phone subscribers refer to users of portable telephones subscribing to an automatic public mobile telephone service using cellular technology that provides access to the public switched telephone network.,"International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.TEL.UNMT.ZS,Unmet demand (% of waiting list to number main fixed telephone lines in operation),,11,Africa Development Indicators,"Unmet demand is unmet applications for connection to the public switched telephone network that have had to be held over owing to a lack of technical facilities (equipment, lines, and the like) divided by the number of main telephone lines in operation.  ","International Telecommunication Union, World Telecommunication Development Report and database, and World Bank estimates.",,
IT.TELC.IM.CD,Telecommunication equipment - import (current US$),,11,Africa Development Indicators,"They are aggregated from the following Standard International Trade Classification (SITC) subgroupings: (1) 764.1 Electrical apparatus for line telephony or line telegraphy (including such apparatus for carrier-current line systems). Telephone sets; teleprinters; telephonic or telegraphic switching apparatus; other apparatus for carrier-current line systems; other telephonic or telegraphic apparatus. (2) 764.3 Transmission apparatus for radio-telephony, radio-telegraphy, radio-broadcasting or television, whether or not incorporating reception apparatus or sound-recording or reproducing apparatus. Transmission apparatus; transmission apparatus incorporating reception apparatus. (3) 762.81 reception apparatus for radio-telephony or radio-telegraphy; and (4) Parts and accessories suitable for use solely or principally with the apparatus of sub-group 764.1. Expressed in US dollars. ",The  United Nations. ,,
IT.TELC.XP.CD,Telecommunication equipment - export (current US$),,11,Africa Development Indicators,"They are aggregated from the following Standard International Trade Classification (SITC) subgroupings: (1) 764.1 Electrical apparatus for line telephony or line telegraphy (including such apparatus for carrier-current line systems). Telephone sets; teleprinters; telephonic or telegraphic switching apparatus; other apparatus for carrier-current line systems; other telephonic or telegraphic apparatus. (2) 764.3 Transmission apparatus for radio-telephony, radio-telegraphy, radio-broadcasting or television, whether or not incorporating reception apparatus or sound-recording or reproducing apparatus. Transmission apparatus; transmission apparatus incorporating reception apparatus. (3) 762.81 reception apparatus for radio-telephony or radio-telegraphy; and (4) Parts and accessories suitable for use solely or principally with the apparatus of sub-group 764.1. Expressed in US dollars. ",The United Nations.,,
IT.TVS.CABL.P3,"Cable television subscribers (per 1,000 people)",,57,WDI Database Archives,,,,
IT.TVS.HOUS.ZS,Households with television (%),,11,Africa Development Indicators,"Households with television are the share of households with a television set. Some countries report only the number of households with a color television set, and therefore the true number may be higher than reported.","International Telecommunication Union, World Telecommunication/ICT Development Report and database, and World Bank estimates.",Infrastructure ,9
IT.TVS.SETS.P3,"Television sets (per 1,000 people)",,57,WDI Database Archives,,,,
JI.AGE.MPYR,"Average age of employers, aged 15-64, total",,86,Global Jobs Indicators Database (JOIN),,,,
JI.AGE.MPYR.FE,"Average age of employers, aged 15-64, female",,86,Global Jobs Indicators Database (JOIN),,,,
JI.AGE.MPYR.HE,"Average age of employers, aged 15-64, above primary education",,86,Global Jobs Indicators Database (JOIN),,,,
JI.AGE.MPYR.LE,"Average age of employers, aged 15-64, primary education and below",,86,Global Jobs Indicators Database (JOIN),,,,
JI.AGE.MPYR.MA,"Average age of employers, aged 15-64, male",,86,Global Jobs Indicators Database (JOIN),,,,
JI.AGE.MPYR.OL,"Average age of employers, aged 25-64",,86,Global Jobs Indicators Database (JOIN),,,,
JI.AGE.MPYR.RU,"Average age of employers, aged 15-64, rural",,86,Global Jobs Indicators Database (JOIN),,,,
JI.AGE.MPYR.UR,"Average age of employers, aged 15-64, urban",,86,Global Jobs Indicators Database (JOIN),,,,
JI.AGE.MPYR.YG,"Average age of employers, aged 15-24",,86,Global Jobs Indicators Database (JOIN),,,,
JI.AGE.SELF,"Average age of self-employed or unpaid workers, aged 15-64, total",,86,Global Jobs Indicators Database (JOIN),,,,
JI.AGE.SELF.FE,"Average age of self-employed or unpaid workers, aged 15-64, female",,86,Global Jobs Indicators Database (JOIN),,,,
JI.AGE.SELF.HE,"Average age of self-employed or unpaid workers, aged 15-64, above primary education",,86,Global Jobs Indicators Database (JOIN),,,,
