country,countryiso3code,indicator_name,indicator_code,Unnamed: 28,date,value,indicator
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2021,56.2,SI.POV.DDAY
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2022,55.6,SI.POV.DDAY
Low income,LIC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2023,56.3,SI.POV.DDAY
Sri Lanka,LKA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2002,20.7,SI.POV.DDAY
Sri Lanka,LKA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2006,12.2,SI.POV.DDAY
Sri Lanka,LKA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2009,7.8,SI.POV.DDAY
Sri Lanka,LKA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2012,6.4,SI.POV.DDAY
Sri Lanka,LKA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2016,3.8,SI.POV.DDAY
Sri Lanka,LKA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2019,2.7,SI.POV.DDAY
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2002,45.9,SI.POV.DDAY
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2003,44.8,SI.POV.DDAY
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2004,43.2,SI.POV.DDAY
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2005,41.6,SI.POV.DDAY
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2006,39.4,SI.POV.DDAY
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2007,36.9,SI.POV.DDAY
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2008,35.2,SI.POV.DDAY
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2009,33.5,SI.POV.DDAY
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2010,30.1,SI.POV.DDAY
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2011,28.2,SI.POV.DDAY
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2012,26.4,SI.POV.DDAY
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2013,23.7,SI.POV.DDAY
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2014,21.7,SI.POV.DDAY
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2020,15.2,SI.POV.DDAY
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2021,14.4,SI.POV.DDAY
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2022,13.4,SI.POV.DDAY
Lower middle income,LMC,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2023,12.6,SI.POV.DDAY
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2000,45.1,SI.POV.DDAY
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2001,43.9,SI.POV.DDAY
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2002,41.8,SI.POV.DDAY
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2003,39.8,SI.POV.DDAY
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2004,37.5,SI.POV.DDAY
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2005,35.1,SI.POV.DDAY
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2006,33.4,SI.POV.DDAY
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2007,31.2,SI.POV.DDAY
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2008,29.7,SI.POV.DDAY
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2009,28.3,SI.POV.DDAY
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2010,25.7,SI.POV.DDAY
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2011,23.4,SI.POV.DDAY
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2012,21.7,SI.POV.DDAY
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2013,18.8,SI.POV.DDAY
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2014,17.5,SI.POV.DDAY
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2015,16.1,SI.POV.DDAY
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2016,15.0,SI.POV.DDAY
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2017,14.0,SI.POV.DDAY
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2018,13.2,SI.POV.DDAY
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2019,12.7,SI.POV.DDAY
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2020,13.4,SI.POV.DDAY
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2021,13.1,SI.POV.DDAY
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2022,12.5,SI.POV.DDAY
Low & middle income,LMY,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2023,12.2,SI.POV.DDAY
Lesotho,LSO,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2002,74.9,SI.POV.DDAY
Lesotho,LSO,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2017,41.9,SI.POV.DDAY
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2000,1.2,SI.POV.DDAY
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2001,1.6,SI.POV.DDAY
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2002,1.4,SI.POV.DDAY
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2003,0.4,SI.POV.DDAY
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2004,4.0,SI.POV.DDAY
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2005,2.7,SI.POV.DDAY
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2006,1.8,SI.POV.DDAY
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2007,1.6,SI.POV.DDAY
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2008,1.8,SI.POV.DDAY
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2009,2.7,SI.POV.DDAY
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2010,2.0,SI.POV.DDAY
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2011,0.9,SI.POV.DDAY
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2012,1.1,SI.POV.DDAY
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2013,1.2,SI.POV.DDAY
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2014,1.7,SI.POV.DDAY
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2015,1.0,SI.POV.DDAY
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2016,1.5,SI.POV.DDAY
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2017,1.2,SI.POV.DDAY
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2018,1.0,SI.POV.DDAY
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2019,0.6,SI.POV.DDAY
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2020,0.5,SI.POV.DDAY
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2021,0.3,SI.POV.DDAY
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2022,0.8,SI.POV.DDAY
Lithuania,LTU,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2023,1.1,SI.POV.DDAY
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2000,0.0,SI.POV.DDAY
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2001,0.0,SI.POV.DDAY
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2002,0.0,SI.POV.DDAY
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2003,0.1,SI.POV.DDAY
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2004,0.0,SI.POV.DDAY
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2005,0.0,SI.POV.DDAY
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2006,0.0,SI.POV.DDAY
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2007,0.0,SI.POV.DDAY
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2008,0.0,SI.POV.DDAY
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2009,0.0,SI.POV.DDAY
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2010,0.0,SI.POV.DDAY
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2011,0.1,SI.POV.DDAY
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2012,0.0,SI.POV.DDAY
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2013,0.1,SI.POV.DDAY
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2014,0.2,SI.POV.DDAY
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2015,0.3,SI.POV.DDAY
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2016,0.1,SI.POV.DDAY
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2017,0.3,SI.POV.DDAY
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2018,0.3,SI.POV.DDAY
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2019,0.1,SI.POV.DDAY
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2020,0.0,SI.POV.DDAY
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2021,0.1,SI.POV.DDAY
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2022,0.1,SI.POV.DDAY
Luxembourg,LUX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2023,0.1,SI.POV.DDAY
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2002,1.5,SI.POV.DDAY
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2003,1.5,SI.POV.DDAY
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2004,3.7,SI.POV.DDAY
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2005,3.1,SI.POV.DDAY
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2006,1.9,SI.POV.DDAY
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2007,0.8,SI.POV.DDAY
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2008,1.6,SI.POV.DDAY
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2009,2.6,SI.POV.DDAY
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2010,2.6,SI.POV.DDAY
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2011,1.7,SI.POV.DDAY
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2012,1.4,SI.POV.DDAY
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2013,1.5,SI.POV.DDAY
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2014,1.1,SI.POV.DDAY
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2015,1.0,SI.POV.DDAY
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2016,1.0,SI.POV.DDAY
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2017,1.0,SI.POV.DDAY
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2018,0.6,SI.POV.DDAY
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2019,0.3,SI.POV.DDAY
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2020,0.5,SI.POV.DDAY
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2021,0.5,SI.POV.DDAY
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2022,0.4,SI.POV.DDAY
Latvia,LVA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2023,0.4,SI.POV.DDAY
Morocco,MAR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2000,16.8,SI.POV.DDAY
Morocco,MAR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2006,9.4,SI.POV.DDAY
Morocco,MAR,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2013,3.7,SI.POV.DDAY
Moldova,MDA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2000,41.0,SI.POV.DDAY
Moldova,MDA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2001,32.2,SI.POV.DDAY
Moldova,MDA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2002,19.9,SI.POV.DDAY
Moldova,MDA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2003,10.0,SI.POV.DDAY
Moldova,MDA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2004,11.6,SI.POV.DDAY
Moldova,MDA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2005,16.6,SI.POV.DDAY
Moldova,MDA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2006,3.4,SI.POV.DDAY
Moldova,MDA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2007,1.6,SI.POV.DDAY
Moldova,MDA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2008,1.7,SI.POV.DDAY
Moldova,MDA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2009,1.5,SI.POV.DDAY
Moldova,MDA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2010,0.8,SI.POV.DDAY
Moldova,MDA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2011,0.5,SI.POV.DDAY
Moldova,MDA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2012,0.5,SI.POV.DDAY
Moldova,MDA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2013,0.1,SI.POV.DDAY
Moldova,MDA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2014,0.0,SI.POV.DDAY
Moldova,MDA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2015,0.1,SI.POV.DDAY
Moldova,MDA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2016,0.2,SI.POV.DDAY
Moldova,MDA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2017,0.1,SI.POV.DDAY
Moldova,MDA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2018,0.0,SI.POV.DDAY
Moldova,MDA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2019,0.0,SI.POV.DDAY
Moldova,MDA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2020,0.0,SI.POV.DDAY
Moldova,MDA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2021,0.2,SI.POV.DDAY
Moldova,MDA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2022,0.0,SI.POV.DDAY
Moldova,MDA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2023,0.1,SI.POV.DDAY
Madagascar,MDG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2001,57.5,SI.POV.DDAY
Madagascar,MDG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2005,55.3,SI.POV.DDAY
Madagascar,MDG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2010,65.3,SI.POV.DDAY
Madagascar,MDG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2012,67.3,SI.POV.DDAY
Madagascar,MDG,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2021,69.2,SI.POV.DDAY
Maldives,MDV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2002,18.8,SI.POV.DDAY
Maldives,MDV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2009,13.1,SI.POV.DDAY
Maldives,MDV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2016,0.1,SI.POV.DDAY
Maldives,MDV,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2019,0.0,SI.POV.DDAY
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2000,23.8,SI.POV.DDAY
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2001,24.6,SI.POV.DDAY
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2002,24.1,SI.POV.DDAY
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2003,22.2,SI.POV.DDAY
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2004,19.9,SI.POV.DDAY
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2005,18.8,SI.POV.DDAY
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2006,17.6,SI.POV.DDAY
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2007,16.7,SI.POV.DDAY
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2008,14.6,SI.POV.DDAY
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2009,15.2,SI.POV.DDAY
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2010,13.3,SI.POV.DDAY
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2011,13.0,SI.POV.DDAY
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2012,12.3,SI.POV.DDAY
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2013,11.6,SI.POV.DDAY
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2014,11.5,SI.POV.DDAY
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2015,11.3,SI.POV.DDAY
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2016,11.3,SI.POV.DDAY
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2017,11.0,SI.POV.DDAY
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2018,11.0,SI.POV.DDAY
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2019,11.4,SI.POV.DDAY
Mexico,MEX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2000,16.3,SI.POV.DDAY
Mexico,MEX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2002,12.8,SI.POV.DDAY
Mexico,MEX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2004,11.0,SI.POV.DDAY
Mexico,MEX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2005,11.7,SI.POV.DDAY
Mexico,MEX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2006,9.0,SI.POV.DDAY
Mexico,MEX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2008,10.1,SI.POV.DDAY
Mexico,MEX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2010,8.4,SI.POV.DDAY
Mexico,MEX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2012,7.3,SI.POV.DDAY
Mexico,MEX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2014,7.2,SI.POV.DDAY
Mexico,MEX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2016,4.4,SI.POV.DDAY
Mexico,MEX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2018,3.9,SI.POV.DDAY
Mexico,MEX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2020,4.3,SI.POV.DDAY
Mexico,MEX,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,,2022,2.3,SI.POV.DDAY
